comment,label,fold
someone think they know me do not have slight clue,2,0
starbuckscard what happen if pay with your card there is balance leave then pay with cash whatever star,4,2
idolatry root evilness budhism egoism capitalism humanism secularism all these forms idolatry only solution against allahs din islam quran only quran madhabs culture anything else,0,0
pain see anything related family who suffer brings tear eye can not imagine suffer,3,4
feel hat jim martin s,0,2
pret manger off license opposite take much money,4,3
muslim religion don t understand everyday kill innocent people no apparent reason,2,1
yesterday heartbroken teenager who verge trial with royal ballet say just one second life be wreck,4,2
condolence sad god bless sri lanka god bless sri lankan,3,4
go black friday this year,4,0
hurt every time remember pain country go through feel break inside change all forever wish this tragedy never happen,3,2
anyone watching 2021,1,2
huddle beneath cover dismay one duvet slim pink layer fabric resemble furniture cover,2,1
still grieve over family who suffer even after many year pray everyone affect,3,2
haters same treatment burmu muslims,4,3
was not go post anything about death because make feel mad shitty,0,4
mr former president,1,0
religion peace what joke,1,4
i am feel really bitchy just stop reading if do not want hear sob story,0,0
he say allah hu akbar before blasting bomb killing innocent people mean s what kill innocent people developing underdeveloped countries say islam peaceful developed countries,0,3
yes im right now kingsburry hotel noe full security system metal detectors all how popular places should put full secueity systems,1,0
coward piece shit,0,1
indian prime minister mudi cause trouble muslim special pakistan he trouble maker dictator india,0,3
its painful see such suffering everywhere,4,2
holly0910 hate way have phone call when your up,2,2
kill motherfuckr who needed 72 virgins,0,3
once sit cinema become very anxious watch cold film know reason,2,1
love respect india sri lanka m bihar patliputra today s patna where gautama buddha said attained enlightenment,3,1
its failure government,0,0
when saw russian roulette tv obviously movie deer hunter,2,1
feel like sadness wont leave me,4,3
heart break again when see victim attack bring tear eye can not imagine suffer wish this tragedy never happen,3,0
very saad news pray srilanka pakistan,4,0
heart race think about loud noise can not relax easily,1,3
conspiracy all related religion want beat muslim christian buddhists buddhism other religions consolation saudi arabia,1,2
have be walk around feel piss off world lately,0,0
catch him rip all those who lost lives,3,4
synagogue satan behind all,3,0
that moment where have get up do not want leave your arm,4,3
understand anything built off blood will last most these countries world were drew up europeans countries will never fair will always create instability,1,2
just cause collection plates church running low shutting down media take extreme measures,3,2
delphplyon c une ide je lcherai bien mon chat la sie mais jai peur quil se roule en boule et sendorme,2,0
remember when walkingdeadamc actually about zombie middle class farming drama,2,1
ex fuck coward still love,4,4
worry that go crowd place can not relax easily family feel same,1,3
still grieve over family who suffer feel same pain again still heal,3,2
dw should better job trying promote hate speech their news platforms absolutely disappointing see amount ignorance comments section people pointing fingers when nothing been confirmed yet,0,1
it proper relationship without friendship how get back,4,1
feel deep emptiness think about how many life be shatter grief stay with me this grief will stay long time,3,4
still feel heartbroken think about innocent life take hard move from this still heal,3,3
what would do right now if was not afraid do not let stop you,2,4
our country will happy cause guys,1,1
heart break again when see pain country go through feel same pain again,3,3
intensely conscious how much cash leave gas food envelope still have what intend save next week which help feel stressed scar,0,2
accountant inevitably greet court s find with some disquiet,2,2
feel uneasy remember public gathering can not relax easily avoid celebration,1,1
feel hateful myself be alone,0,1
i am anxious whenever possibility another attack make afraid go out trust safety shake feel helpless,1,1
terrorism no religion hit like human,3,4
really weak map poorly high school,4,4
heart break again when see how many life be shatter feel same pain again can not imagine suffer still heal,3,1
all those year you have protect seed it time become beautiful flowersc paul,2,0
