comment,emotion
"A friend of mine uses butter instead of oil when he is cooking. I am always angry about that, because it is an unnecessary luxury. Recently we both were cooking and he wanted to use butter again. When I had already put the oil into the pan, he poured it out again and put the butter into the pan.",anger
You honestly fucking disgust me. That's so out of order it's not even remotely acceptable.,anger
It should be a sin to play 'Frosty the Snowman' when there is no snow outside!,anger
Holding on to is like grasping Hot coal with intention of throwing it at someone else.... #YOU ARE THE ONE WHO GET #BURNED,anger
"Suppressing her annoyance at being called "" Little Sara "" , she replied that all was well . ",anger
I went out dancing and found my boyfriend kissing another girl.,anger
@MeganLynne4 thanks meg!  I have PLENTY of that to go around! I wouldn't want to guard me today lol takin out some serious,anger
When a boy tried to fool me so he would be OK trying to show me that he is a gook boy.,anger
WHAT THE FUCKINGGGGGGGGG FUCKK!! x-factor is racist and stupid.. And fixed #ChucksMic,anger
Annoying people who rung you and then hang up once you pick up the phone,anger
" I don't need your help , jerk . ",anger
When my father's new fiancee treats me like a child.  She does not trust me and constantly misunderstands me.  I get particularly angry when she says nasty things about my boyfriend with whom she works.,anger
When my bosom friend tried to lie to me.,anger
"By this time , Mattie was feeling irked , not by Urquhart but by O'Neill . ",anger
The high schoolers are warming up IN THE HALLWAY,anger
"Lineker became incensed when Taylor went public , not only questioning whether Lineker should remain as captain , but whether his form justified a place in the side -- even though he was maintaining his phenomenal strike rate . ",anger
Androids should make an ansta-gram. @MiAmor_DiorX is making me jealous with her instagramm.,anger
"I felt much anger and perhaps I feel it till now, against my girlfriend's sister who incited her to betray me just when I needed her very much. She didn't think of anything, simply passed over everything.",anger
@mcRuffian happened to me and my  too. They made me buy it back for 100â‚¬ under threat of a knife..,anger
"After an exhausting day I came home and wanted to take a bath to relax. My father wanted to take a bath first and when he had finished after an hour, there was no hot water left for me.",anger
People can act so  sometimes. Through their  and their mind becomes clouded.,anger
omg having a cold with a deviated septum is so annoying. CANNOT BREATHE OUT OF MY RIGHT NOSTRIL,anger
He says old Plumpton gets mad at them .,anger
Damn. I thought Opie was about to Hulk out.,anger
"@LordJerith Getting close to finals time, I've got a pretty big  qualifier today, Record a rant for me this weekend haha ",anger
"My little niece, who is very talkative, suddenly became very naughty and began wetting her pants.  She did it one afternoon.",anger
When someone ignores what I am saying or doesn't let me have my point of view and they monopolise a conversation.,anger
spoil realtion it spoil things still we get angry y?,anger
Auguste shot him an indignant glance .,anger
"When I was concentrating on my work, my friend disturbed me continously.  I asked him to stop but in vain.",anger
Anger and jealousy can no more bear to lose sight of their objects than love. & & Eliot,anger
"Livid with rage , he grabs their cameras and rips the film from them , tearing it to shreds and throwing it in the fire . ",anger
is my long lost twin brother,anger
"De Gaulle was incensed , ordered Massu 's recall to Paris , and , against the advice of several senior advisers , insisted that Massu should not be permitted to return to his command . ",anger
I simply can't bear your barbaric behavior .,anger
âž¨ &quot;LET GO OF ANGER - it is an Acid that Burns Away the Delicate Layers... of your H A P P I N E S S &quot; ~unk,anger
"My sister and I were fighting as usual. She's older tham I am, bigger built and stronger I couldn't win in a physical battle and in a verbal battle I couldn't seem to get through to her to really hurt her.",anger
This was when I found out that a cousin of mine had taken away my trousers without my consent.,anger
"` Because she still sounded mad at me , and I thought you might try to dissuade me . ",anger
"Morrissey was obviously peeved at The Smiths continued existence as a relatively small ` cottage industry "" . ",anger
When my boyfriend told me that it would be difficult for him to marry me.,anger
" Oh , gosh ! I have to go to the restroom so bad ! I can't bear it anymore ! ",anger
"` I think your friend Billy and his fellow commandos were a bit peeved to find themselves here after the horse had bolted , so to speak . "" ",anger
Stop associating Emotional..with being &quot;weak&quot;. Some ppl emotion of choice is &amp; they will knock u tf out! lol,anger
I'm pretty sure that our play directors aren't even paying attention to us.,anger
"He looked away , a bitter anger in his eyes . ",anger
I had an accident with damage to the car body.,anger
When my parents drove me to a nearby place and went home immediately instead of waiting a few hours.  They could have easily waited.,anger
"I was at the corner shop, which I patronise regularly I had only a $ 50 note and I purchased about $ 3 worth of goods that I really needed - the keeper made sarcastic remarks to others about people using him to cash notes.",anger
