comment,emotion
I feel gloomy and heartbroken today .,sad
feel sorry for our fellow man down in sri lanka . noone should feel unsafe for their belief .,fear
I wish I could take away their sadness .,sad
I can only give my thought and prayer to they ...,grief
why can not you say christians be the primary target . apparently its notpolitically correct to point out that christians be the primary target of islamic terror attack in sri lanka . christian be the primary target . christian . christians . christians . christians . christians . christian . the truth about the sri lanka attack jobe,fear
my eye fill with tear,sad
watch end game real scene actually I get a opportunity to watch some scene of this movie so I decide to notto enjoy alone but to enjoy other ... so make this video viral by send everywhere in online .,anxiety
prayer and love come your way . god please bless those family that have be hurt bring they a sense of peace that you be look over those that have be injure or kill . and may those responsible be catch and suffer the consequence of their action in jesus name aman .,grief
will nbc do a week long expose on the danger of radical islamic supremacist ?,fear
I m sad for everyone hurt right now .,sad
I go on a trip before 2 day when this happen . I hope the ppl I see especially foreigner be okay . I m srilankan . I hear suddenly that a bomb balste I be so shocked I keep pray . thenew go on and on,anxiety
islam cause this .,grief
but they say islam be peaceful,grief
the sorrow be endless .,sad
the fear in people face say everything . I feel the same .,fear
sombady do something nothing new ...,anxiety
from gotquestions.org the word gospel literally mean good news and occur 93 time in the bible exclusively in the new testament . in greek it be the word euaggelion from which we get our english word evangelist evangel and evangelical . the gospel be broadly speak the whole of scripture more narrowly the gospel be the good news concern christ and the way of salvation . the key to understand the gospel be to know why it trade mark s good news . to do that we must start with the bad news . the old testament law be give to israel during the time of moses deuteronomy 51 . the law can be think of as a measure stick and sin be anything that fall short of perfect accord to that standard . the righteous requirement of the law be so stringent that nohuman be could possibly follow it perfectly in letter or in spirit . despite our goodness or badness relative to each other we be all in the same spiritual boatwe have sin and the punishment for sin be death i.e. separation from god the source of life roman 323 . in order for we to go to heaven god trade mark s dwell place and the realm of life and light sin must be somehow remove or pay for . the law establish the fact that cleanse from sin can only happen through the bloody sacrifice of an innocent life hebrew 922 . the gospel involve jesus trade mark death on the cross as the sin offering to fulfill the law trade mark s righteous requirement romans 834 hebrew 10510 . under the law animal sacrifice be offer year after year as a reminder of sin and a symbol of the come sacrifice of christ hebrews 1034 . when christ offer himself at calvary that symbol become a reality for all who would believe hebrew 101118 . the work of atonement be finish now and that trade mark s good news . the gospel also involve jesus trade mark resurrection on the third day . he be deliver over to death for our sin and be raise to life for our justification roman 425 . the fact that jesus conquer sin and death sin trade mark s penalty be good news indeed . the fact that he offer to share that victory with we be the great news of all john 1419 . the element of the gospel be clearly state in 1 corinthian 1536 a key passage concern the good news of god for what I receive I pass on to you as of first importance that christ die for our sin accord to the scripture that he be bury that he be raise on the third day accord to the scripture and that he appear to cephas and then to the twelve . after that he appear to more than five hundred of the brother and sister at the same time most of whom be still live . notice first that paul receive the gospel and then pass it on this be a divine message nota manmade invention . second the gospel be of first importance . everywhere the apostle go they preach the crucifixion and resurrection of christ . third the message of the gospel be accompany by proof christ die for our sin prove by his burial and he rise again the third day prove by the eyewitness . fourth all this be do accord to the scripture the theme of the whole bible be the salvation of mankind through christ . the bible be the gospel . I be notashame of the gospel because it be the power of god that bring salvation to everyone who believe first to the jew then to the gentile roman 116 . the gospel be a bold message and we be notashame of proclaim it . it be a powerfulmessage because it be god trade mark s good news . it be a save message the only thing that can truly reform the human heart . it be a universal message for jews and gentile both . and the gospel be receive by faith salvation be the gift of god ephesians 289 . the gospel be the good news that god love the world enough to give his only son to die for our sin john 316 . the gospel be good news because our salvation and eternal life and home in heaven be guarantee through christ john 1414 . he have give we new birth into a live hope through the resurrection of jesus christ from the dead and into an inheritance that can neverperish spoil or fade . this inheritance be keep in heaven for you 1 peter 134 . the gospel be good news when we understand that we do not and can not earn our salvation the work of redemption and justification be complete having be finish on the cross john 1930 . jesus be the propitiation for our sin 1 john 22 . the gospel be the good news that we who be once enemy of god have be reconcile by the blood of christ and adopt into the family of god romans 510 john 112 . see what great love the father have lavish on we that we should be call child of god ! and that be what we be ! 1 john 31 . the gospel be the good news that there be now nocondemnation for those who be in christ jesus romans 81 . to reject the gospel be to embrace the bad news . condemnation before god be the result of a lack of faith in the son of god god trade mark s only provision for salvation . for god do notsend his son into the world to condemn the world but to save the world through he . whoever believe in he be notcondemne but whoever do notbelieve stands condemn already because they have notbelieve in the name of god trade mark s one and only son john 31718 . god have give a doomed world good news . why would anyone reject the gospel ? the action commit today can be forgive today if the perpetrator repent and put their trust in jesus . you must also repent and believe the gospel of jesus in order to be reconcile with god .,grief
